noticeIdentifier,noticeVersion,lotIdentifier,placePerformanceCity,placePerformancePostCode,placePerformanceCountrySubdivision,placePerformanceCountryCode
1077025c-9104-45b0-8184-c7b1e3d129a7,01,LOT-0000,,,DE217,DEU
03ddf5d7-0650-411f-a1ac-d0fca9374811,01,LOT-0001,,,DEA11,DEU
bd7642d8-4463-4602-8602-19e6282d684c,01,LOT-0001,Emsdetten,48282,DEA37,DEU
6e40078a-968e-4451-a6f9-0066cfea02be,01,LOT-0001,,,DE278,DEU
d0413b88-e4ff-4670-80a4-bd8c90178d61,01,LOT-0001,,,,DEU
a1922220-370b-4b20-9468-db1dcc39e4e2,01,LOT-0001,"Hohenbrunn
","85662
",DE21H,DEU
d8a37cbb-1fd9-4cdc-be92-43d9784ee74e,01,LOT-0001,,,DE116,DEU
d9f6395a-527b-49cd-a0ec-bf43a062cdf0,01,LOT-0001,Lisberg / Trabelsdorf,96170,DE245,DEU
41d7ac31-f585-4156-af42-5415f9f2b774,01,LOT-0000,"München, Elisabeth-Stoeber-Str. 50",81377,DE212,DEU
6b20f242-021d-4a08-8e14-0fc9b29a4e17,01,LOT-0000,Barendorf,21397,DE935,DEU
afeff892-c330-4fb8-973c-6b65d1d3c1c1,01,LOT-0001,Hamburg,,DE600,DEU
a040d776-b7d8-40d6-81c9-b50e1aa6daeb,01,LOT-0001,Tarp,24963,DEF0C,DEU
f1c9a3f9-c8d4-42b4-9e98-1838d72567e0,01,LOT-0001,Buseck,35418,DE721,DEU
a98df0ee-02df-4926-a699-f0264bc70ae4,01,LOT-0000,Bremen,28239,DE501,DEU
2c665769-7e2e-4628-991e-28dcf9c3821a,01,LOT-0000,Icking,82057,DE216,DEU
d67d21b0-4b54-4ba6-96e2-3b6b23819299,01,LOT-0001,Gronau,48599,DEA34,DEU
1b85bfe4-fb5b-49bb-84de-474fa2eb9ef5,01,LOT-0001,Gundelfingen,79194,DE132,DEU
adbbb2a3-a548-485c-b584-b649f0cff1b3,01,LOT-0000,Bremen,28779,DE501,DEU
358aa36b-0b4d-406d-b3f0-3823146a9ea6,01,LOT-0001,München,81929,DE212,DEU
005970e4-fa83-4d72-b88d-6b8acfe47c4a,01,LOT-0000,Bremen,28779,DE501,DEU
125814cb-3fd3-45fb-8ee4-1940fc409986,01,LOT-0001,Pfarrkirchen,84347,DE22A,DEU
5136b73e-1a8c-4623-ba6e-68446d10b433,01,LOT-0000,Salmtal,54528,DEB22,DEU
615b5280-a5cf-40f2-b7b9-3da4726c7de4,01,LOT-0000,Salmtal,54528,DEB22,DEU
01a0a39a-b1ce-41e2-a40e-d2a19840eef3,01,LOT-0001,Zwickau,08058,DED45,DEU
37ef6440-39ad-4711-b6d8-50cd3e259338,01,LOT-0001,Wildau,15745,DE406,DEU
b66086b4-5a0c-43e5-beff-d9e5bd9b4747,01,LOT-0001,,,DEA1B,DEU
bdb7cd0f-27a9-49e6-be6e-c80723885512,01,LOT-0000,Köln,50667,DEA23,DEU
7d14c033-c833-4b40-8efc-e2ed271a3c3d,01,LOT-0000,Salmtal,54528,DEB22,DEU
9d83ea1f-2e6a-4af3-9974-0b8a7823c726,01,LOT-0000,Salmtal,54528,DEB22,DEU
741f8574-9ba3-434b-bf87-42f565cdff51,01,LOT-0000,Plön,24306,DEF0A,DEU
85c9a7bb-cf66-405a-93c9-50857968cd15,01,LOT-0000,Lauda-Königshofen,97922,DE11B,DEU
77b9119d-d72d-4bca-adc2-6341ef20117a,01,LOT-0000,Heidelberg,69124,DE125,DEU
77b9119d-d72d-4bca-adc2-6341ef20117a,01,LOT-0000,Mannheim,69124,DE126,DEU
abadc72a-717a-45fc-9044-e7eb3dad334a,01,LOT-0001,Dortmund,44139,DEA52,DEU
3b62235d-ca80-4e03-9c3e-297de871fe80,01,LOT-0001,Potsdam,14478,DE404,DEU
3084e989-acb5-4689-8ebb-6bf0ad8e0903,01,LOT-0001,Oberhaching,82041,DE21H,DEU
07e2fa36-a8c8-4b6b-94d1-b5ec715848fc,01,LOT-0000,Göttingen,37073,DE91C,DEU
10b4365a-23af-4cbd-874f-5faa960c37e5,01,LOT-0001,Gundelfingen,79194,DE132,DEU
10b4365a-23af-4cbd-874f-5faa960c37e5,01,LOT-0001,Gundelfingen,79194,DE132,DEU
2d885c65-7f8d-466b-ae79-a214d09abef4,01,LOT-0000,Ellwangen-Rindelbach,73479,DE11D,DEU
78a13158-21b8-4927-8497-55f095cffba6,01,LOT-0001,Lippstadt,59556,DEA5B,DEU
37cdd9a6-65fb-4c7d-b7f5-ad7c7befc670,01,LOT-0001,München,80803,DE212,DEU
46d59055-2d6b-4dd0-8259-86b3ae67397c,01,LOT-0000,Berlin,10963,DE300,DEU
3eb98c24-107b-4db4-9bc7-13790e23b295,01,LOT-0001,,,DE116,DEU
4d70dd3a-19b8-45bb-8fe1-cc4dbf9f9bc0,01,LOT-0001,"Hohenbrunn
","85662
",DE21H,DEU
2127b926-d426-4e4b-903f-6ca78cf49240,01,LOT-0000,Heidelberg,69124,DE125,DEU
2127b926-d426-4e4b-903f-6ca78cf49240,01,LOT-0000,Heidelberg,69124,DE125,DEU
b5167006-df6c-4516-b249-954d8e8f3df2,01,LOT-0000,Lauda-Königshofen,97922,DE11B,DEU
74213ead-8e86-41f8-b1d4-eff6c6ab222a,01,LOT-0001,Dippoldiswalde,01744,DED2F,DEU
58ff65ad-ad0d-43da-9705-373a3e18d3db,01,LOT-0000,Haßfurt,97437,DE267,DEU
c76203cb-e304-450e-ab70-f351183aeb21,01,LOT-0000,Dietzenbach,63128,DE71C,DEU
81db0040-7ed0-434a-947e-7113d2568512,01,LOT-0001,,,DE943,DEU
470072e8-59d4-460e-83d7-7ef747d9690f,01,LOT-0001,Rehden,49453,DE922,DEU
c3a9b49a-2f04-4f8c-8eb2-c8341bbafabe,01,LOT-0000,Manching,85077,DE21J,DEU
ad444921-a025-4950-b270-afc0dd34dd39,01,LOT-0000,Kressbronn a. B.,88079,DE147,DEU
b86b2a2d-f22f-4843-9c9e-47873e5a5838,01,LOT-0000,Bremen,.,DE501,DEU
b86b2a2d-f22f-4843-9c9e-47873e5a5838,01,LOT-0000,Bremen,.,DE501,DEU
5d148dca-836a-4cbe-8ad5-ef933ebbaa3b,01,LOT-0001,Baltic Sea / Germany,,DEZZZ,DEU
5d148dca-836a-4cbe-8ad5-ef933ebbaa3b,01,LOT-0002,Baltic Sea / Germany,,DEZZZ,DEU
5d148dca-836a-4cbe-8ad5-ef933ebbaa3b,01,LOT-0003,Baltic Sea / Germany,,DEZZZ,DEU
5d148dca-836a-4cbe-8ad5-ef933ebbaa3b,01,LOT-0004,Baltic Sea / Germany,,DEZZZ,DEU
5d148dca-836a-4cbe-8ad5-ef933ebbaa3b,01,LOT-0005,Baltic Sea / Germany,,DEZZZ,DEU
5d148dca-836a-4cbe-8ad5-ef933ebbaa3b,01,LOT-0006,Belgian Offshore Area / North Sea,1000,BE100,BEL
8ec97d74-8d96-4e6a-a0e8-c75d7647570b,01,LOT-0001,Region Mitte,,DE212,DEU
8ec97d74-8d96-4e6a-a0e8-c75d7647570b,01,LOT-0002,Region Süd,D,DE212,DEU
8ec97d74-8d96-4e6a-a0e8-c75d7647570b,01,LOT-0003,Region Südwest,D,DE212,DEU
8ec97d74-8d96-4e6a-a0e8-c75d7647570b,01,LOT-0004,Region West,D,DE212,DEU
90f332ed-04ca-467f-9af8-5e6e8e9ac165,01,LOT-0000,Marburg,35039,DE724,DEU
e9684303-556d-4be9-b2f7-525e90f7aa61,01,LOT-0001,Beckum,59269,DEA38,DEU
b6497276-a5eb-4c66-ac56-f86604960788,01,LOT-0001,Bochum,44866,DEA51,DEU
01a0a444-1c07-471e-b755-941f4becd2ee,01,LOT-0001,Riesa,01591,DED2E,DEU
1594f91b-44f6-456a-a325-ad98833404bc,01,LOT-0000,Dietzenbach,63128,DE71B,DEU
dc92350b-924f-472a-8ea4-53cee8ca4be7,01,LOT-0001,,,DE21K,DEU
8850e2ed-8211-4877-8ce3-ab6cabf3515f,01,LOT-0001,Leverkusen,51379,DEA24,DEU
625720a2-3dcb-4a88-b391-48aa63d0a10f,01,LOT-0001,Bochum,44807,DEA51,DEU
2f3259ec-494a-445b-8973-8e88ea4d982b,01,LOT-0000,Lauda-Königshofen,97922,DE11B,DEU
8d4a29da-6d95-436d-a0f7-26429bbf0f10,01,LOT-0001,Schönefeld,12529,DE406,DEU
8d4a29da-6d95-436d-a0f7-26429bbf0f10,01,LOT-0002,Schönefeld,12529,DE406,DEU
8d4a29da-6d95-436d-a0f7-26429bbf0f10,01,LOT-0003,Schönefeld,12529,DE406,DEU
915313db-1a99-4a68-802f-f0707033240b,01,LOT-0000,Halle (Saale),06122,DEE02,DEU
ed6675ff-7b24-4be8-8fe8-77d6714633f2,01,LOT-0001,Pfarrkirchen,84347,DE22A,DEU
09b85bf3-4637-4ffe-b72a-f4a851f18c50,01,LOT-0000,Lauda-Königshofen,97922,DE11B,DEU
f9dc1e05-3689-41bc-b82b-4ebe5fc1ffb5,01,LOT-0001,Adelsried,86477,DE276,DEU
5cff7c10-1e0e-4abe-8f0b-b6345a1362a0,01,LOT-0000,Schwebheim,97525,DE26B,DEU
50d1e5cc-c1ae-45b5-a685-505c1595d0c8,01,LOT-0000,Lauda-Königshofen,97922,DE11B,DEU
a9cb14a8-596e-478a-a3e9-d94670549370,01,LOT-0000,Lauda-Königshofen,97922,DE11B,DEU
44c726f4-e15d-43d3-84a5-0ceb2ecbff2a,01,LOT-0000,Lauda-Königshofen,97922,DE11B,DEU
24f04cdc-1d87-4457-9ca5-1dfd450fe67b,01,LOT-0001,Nürnberg,90439,DE254,DEU
4a448abd-7f1f-4052-987f-f9aea3df2fb9,01,LOT-0001,Bochum,,DEA51,DEU
d62756f0-2007-4111-b118-e5f44c943b18,01,LOT-0001,Möglingen,71696,DE115,DEU
bb722a54-0ab3-4fed-ab47-3f00b6ada783,01,LOT-0001,,,DEA46,DEU
5f734b5e-89a1-4d03-87e5-eb2f15ad7a35,01,LOT-0001,,,DE911,DEU
719c0678-a8c7-4e34-9073-1ea5837a8f61,01,LOT-0000,Calw-Hirsau,75365,DE12A,DEU
719c0678-a8c7-4e34-9073-1ea5837a8f61,01,LOT-0000,Calw-Hirsau,75365,DE12A,DEU
cb4cb836-775d-4166-864b-3717c808efc8,01,LOT-0001,,,DE254,DEU
f44ac8af-3eef-4a35-9414-dfa76e528ad8,01,LOT-0000,,,,DEU
fab52f0b-58ae-47ed-bbbc-1d3829b47040,01,LOT-0000,Neckarsulm,74172,DE118,DEU
fab52f0b-58ae-47ed-bbbc-1d3829b47040,01,LOT-0000,Neckarsulm,74172,DE118,DEU
b34d0781-ea79-41ab-9907-370f83e79047,01,LOT-0001,Hamburg,22307,DE600,DEU
ff2ff8ed-94f5-47d4-9a40-d6363f5f5c5e,01,LOT-0000,Leipzig,04103,DED51,DEU
3ee3ffd5-8ec5-4510-b21e-a9c074591fec,01,LOT-0000,Lauda-Königshofen,97922,DE11B,DEU
a5670d06-f5c1-44a2-b02e-d00fe844880e,01,LOT-0000,Freising,85354,DE21B,DEU
e4d3e324-99ba-4975-82a6-24cd59e5aec6,01,LOT-0000,Roitzsch (Ortsteil der Stadt Sandersdorf-Brehna),06809,DEE05,DEU
7576de88-72a4-4142-9bc0-0348aef4d44f,01,LOT-0001,Nürnberg,90471,DE254,DEU
c454fa91-86f5-4f3c-9109-a3bc53e13198,01,LOT-0000,Leipzig,04277,DED51,DEU
3fdeb952-ef6e-40e5-a887-a7e2b7cf662f,01,LOT-0001,Wustrow (Wendland),29462,DE934,DEU
2a55e205-4e71-40a0-ac8c-75e8bb465205,01,LOT-0001,Homburg,66424,DEC05,DEU
97342522-2e60-41ee-b63e-7fd68f818a0c,01,LOT-0001,Aachen,52074,DEA2D,DEU
75a604da-489d-4c11-8fa6-c21c913fafa8,01,LOT-0001,,,DEA2D,DEU
48badf3d-488b-4187-a932-53f825f535a7,01,LOT-0000,Manching,85077,DE21J,DEU
655042ea-1acb-49b4-af80-c050e20f7f66,01,LOT-0001,,,DE21K,DEU
c0fea23b-3299-4f7d-81f9-bd0dbeff808f,01,LOT-0000,Leipzig,04209,DED51,DEU
ef80485e-9b72-4f69-8fac-b1ca556c920b,01,LOT-0001,Helgoland,,DEF09,DEU
2fef9971-9508-4941-98cb-7c449a31e82e,01,LOT-0000,Geisenheim,65366,DE71D,DEU
846aa4fb-948a-48cf-9b6f-0b9d5add1ffa,05,LOT-0000,,,DEE02,DEU
ed9237f6-d2c2-4613-be5a-13617329b435,02,LOT-0001,,,DE21K,DEU
9c08a1ab-83d4-49e8-a1d2-0cba0d37ceaa,01,LOT-0001,,,DE21K,DEU
f7488eee-a1ed-4f47-b78a-a9219f06abe3,1,LOT-0000,,,,
25826982,1,LOT-0000,84419 Schwindegg,,DE2,DEU
25818322,2,LOT-0000,49777 Klein Berßen,,DE9,DEU
25822876,1,LOT-0000,58332 Schwelm,,DEA,DEU
25822880,1,LOT-0000,26897 Esterwegen,,DE9,DEU
25822884,1,LOT-0000,99974 Mühlhausen,,DEG,DEU
25822892,1,LOT-0000,40474 Düsseldorf,,DEA,DEU
25822900,1,LOT-0000,26897 Esterwegen,,DE9,DEU
25822904,1,LOT-0000,41460 Neuss,,DEA,DEU
25822908,1,LOT-0000,76863 Herxheim,,DEB,DEU
25822912,1,LOT-0000,27432 Bremervörde,,DE9,DEU
25822916,1,LOT-0000,14109 Berlin,,DE3,DEU
25822920,1,LOT-0000,23560 Lübeck,,DEF,DEU
25822924,1,LOT-0000,66629 Freisen,,DEC,DEU
25822928,1,LOT-0000,66629 Freisen,,DEC,DEU
25822932,1,LOT-0000,50933 Köln,,DEA,DEU
25822952,1,LOT-0000,17321 Löcknitz,,DE8,DEU
25822956,1,LOT-0000,38108 Braunschweig,,DE9,DEU
25822964,1,LOT-0000,17139 Malchin,,DE8,DEU
25822852,1,LOT-0000,27432 Bremervörde,,DE9,DEU
25822856,1,LOT-0000,29227 Celle,,DE9,DEU
25825368,1,LOT-0000,45549 Sprockhövel,,DEA,DEU
25825372,1,LOT-0000,26903 Surwold,,DE9,DEU
25825376,1,LOT-0000,99974 Mühlhausen/Thüringen,,DEG,DEU
25825384,1,LOT-0000,48366 Laer,,DEA,DEU
25825392,1,LOT-0000,26903 Surwold,,DE9,DEU
25825396,1,LOT-0000,41464 Neuss,,DEA,DEU
25825400,1,LOT-0000,27432 Bremervörde,,DE9,DEU
25825404,1,LOT-0000,12489 Berlin,,DE3,DEU
25825408,1,LOT-0000,23554 Lübeck,,DEF,DEU
25825412,1,LOT-0000,66629 Freisen,,DEC,DEU
25825416,1,LOT-0000,66629 Freisen,,DEC,DEU
25825420,1,LOT-0000,51149 Köln,,DEA,DEU
25825432,1,LOT-0000,21732 Krummendeich,,DE9,DEU
25825440,1,LOT-0000,17139 Malchin,,DE8,DEU
25821438,2,LOT-0000,26892 Dörpen,,DE9,DEU
25825348,1,LOT-0000,27432 Bremervörde,,DE9,DEU
25825352,1,LOT-0000,29348 Eschede Ortsteil HÖfer,,DE9,DEU
25817140,2,LOT-0000,18356 Barth,,DE8,DEU
25635804,1,LOT-0000,76863 Herxheim,,DEB,DEU
25750966,2,LOT-0000,17321 Löcknitz,,DE8,DEU
25744564,2,LOT-0000,10623 Berlin,,DE3,DEU
25723776,3,LOT-0000,04575 Neukieritzsch,,DED,DEU
25823454,1,LOT-0000,15374 Müncheberg,,DE4,DEU
25719552,1,LOT-0000,76872 Winden,,DEB,DEU
25823356,1,LOT-0000,81671 München,,DE2,DEU
25823352,1,LOT-0000,81671 München,,DE2,DEU
25827156,1,LOT-0000,96184 Rentweinsdorf,,DE2,DEU
25822756,1,LOT-0000,22303 Hamburg,,DE6,DEU
25822708,1,LOT-0000,08107 Kirchberg,,DED,DEU
25823406,1,LOT-0000,14480 Potsdam,,DE4,DEU
25823012,1,LOT-0000,29614 Soltau,,DE9,DEU
25825852,1,LOT-0000,55743 Idar-Oberstein,,DEB,DEU
25822632,1,LOT-0000,01796 Pirna,,DED,DEU
25822628,1,LOT-0000,01796 Pirna,,DED,DEU
25822624,1,LOT-0000,01796 Pirna,,DED,DEU
25822620,1,LOT-0000,26441 Jever,,DE9,DEU
25825660,1,LOT-0000,59929 Brilon-Altenbüren,,DEA,DEU
25823334,1,LOT-0000,25856 Hattstedt,,DEF,DEU
25827188,1,LOT-0000,Dresden,,DED,DEU
25823104,1,LOT-0000,26160 Bad Zwischenahn,,DE9,DEU
25823326,1,LOT-0000,01239 Dresden,,DED,DEU
25827084,1,LOT-0000,94032 Passau,,DE2,DEU
25823348,1,LOT-0000,81671 München,,DE2,DEU
25827184,1,LOT-0000,Dresden,,DED,DEU
25823344,1,LOT-0000,81671 München,,DE2,DEU
25823446,1,LOT-0000,16835 Rüthnick,,DE4,DEU
25827180,1,LOT-0000,Leipzig,,DED,DEU
25827176,1,LOT-0000,"Sächsisches Krankenhaus Rodewisch, Dachsanierung Geb. B21 
Bahnhofstraße , 08228 Rodewisch",,,DEU
25825462,1,LOT-0000,B7 OD Netra Landstraße,,,DEU
25826954,1,LOT-0000,"22111 Bauerberg 10, Hamburg",,DE6,DEU
25826978,1,LOT-0000,32457 Porta Westfalica,,DEA,DEU
25822616,1,LOT-0000,26441 Jever,,DE9,DEU
25825844,1,LOT-0000,55743 Idar-Oberstein,,DEB,DEU
25826950,1,LOT-0000,20537 Hamburg,,DE6,DEU
25826974,1,LOT-0000,54570 Wallenborn,,DEB,DEU
25822584,1,LOT-0000,01612 Glaubitz,,DED,DEU
25823072,1,LOT-0000,37154 Northeim,,DE9,DEU
25823056,1,LOT-0000,27283 Verden,,DE9,DEU
25827172,1,LOT-0000,Leipzig,,DED,DEU
25823478,1,LOT-0000,67487 Maikammer,,DEB,DEU
25823784,1,LOT-0000,Reichelsheim,,DE7,DEU
25776550,2,LOT-0000,20457 Hamburg,,DE6,DEU
25823306,1,LOT-0000,97072 Würzburg,,DE2,DEU
25823474,1,LOT-0000,67487 Maikammer,,DEB,DEU
25825840,1,LOT-0000,55743 Idar-Oberstein,,DEB,DEU
25823294,1,LOT-0000,23911 Harmsdorf,,DEF,DEU
25826942,1,LOT-0000,27383 Gemeinde Scheeßel,,DE9,DEU
25827168,1,LOT-0000,Dresden,,DED,DEU
25822608,1,LOT-0000,01307 Dresden,,DED,DEU
25822604,1,LOT-0000,09526 Olbernhau,,DED,DEU
25822994,1,LOT-0000,71069 Sindelfingen,,DE1,DEU
25659566,4,LOT-0000,92439 Bodenwöhr,,DE2,DEU
25825610,1,LOT-0000,50126 Bergheim,,DEA,DEU
25823366,1,LOT-0000,15910 Krausnick - Groß Wasserburg,,DE4,DEU
25825606,1,LOT-0000,42119 Wuppertal,,DEA,DEU
25823060,1,LOT-0000,49134 Wallenhorst,,DE9,DEU
25825602,1,LOT-0000,44149 Dortmund,,DEA,DEU
25822800,1,LOT-0000,06295 Lutherstadt Eisleben OT Volkstedt,,DEE,DEU
25823470,1,LOT-0000,56812 Cochem,,DEB,DEU
25826918,1,LOT-0000,17192 Kargow,,DE8,DEU
25822796,1,LOT-0000,06295 Luterstadt Eisleben OT Volkstedt,,DEE,DEU
25822990,1,LOT-0000,71083 Herrenberg,,DE1,DEU
25807478,2,LOT-0000,21035 Hamburg,,DE6,DEU
25822792,1,LOT-0000,06295 Lutherstadt Eisleben OT Volkstedt,,DEE,DEU
25822592,1,LOT-0000,01587 Riesa,,DED,DEU
25825666,1,LOT-0000,51688 Wipperfürth,,DEA,DEU
25825636,1,LOT-0000,48653 Coesfeld,,DEA,DEU
25758778,3,LOT-0000,A391 AK BS-Nord -  AS Wenden,,,DEU
25823052,1,LOT-0000,26340 Zetel,,DE9,DEU
25825586,1,LOT-0000,41836 Hückelhoven-Ratheim,,DEA,DEU
25822652,1,LOT-0000,01239 Dresden,,DED,DEU
25823772,1,LOT-0000,"Universität des Saarlandes
66123 Campus Saarbrücken
66125 Campus Dudweiler",,,DEU
25826946,1,LOT-0000,23730 Sierksdorf,,DEF,DEU
25822568,1,LOT-0000,09456 Annaberg-Buchholz,,DED,DEU
25823254,1,LOT-0000,14059 Berlin,,DE3,DEU
25825458,1,LOT-0000,"Friedberg, Frankfurter Strasse",,DE7,DEU
25822564,1,LOT-0000,01877 Demitz-Thumitz,,DED,DEU
25823764,1,LOT-0000,Bellheim,,DEB,DEU
25822740,1,LOT-0000,99820 Hörselberg-Hainich OT Reichenbach/Behringen,,DEG,DEU
25822560,1,LOT-0000,01612 Glaubitz,,DED,DEU
25825442,1,LOT-0000,Straßenmeisterei Mittenwalde,,,DEU
25826926,1,LOT-0000,"32425 Minden, Innenstadt",,DEA,DEU
25771066,2,LOT-0000,"Ökologische Station
An der Südradde
49624 Löningen",,,DEU
25823162,1,LOT-0000,33184 Altenbeken,,DEA,DEU
25822700,1,LOT-0000,08412 Werdau,,DED,DEU
25823044,1,LOT-0000,26349 Jade,,DE9,DEU
25826922,1,LOT-0000,66871 Konken,,DEB,DEU
25825706,1,LOT-0000,53359 Rheinbach,,DEA,DEU
25826914,1,LOT-0000,"84028 Landshut, Altstadt",,DE2,DEU
25826004,1,LOT-0000,82110 Germering,,DE2,DEU
25826008,1,LOT-0000,82110 Germering,,DE2,DEU
25823466,1,LOT-0000,66953 Pirmasens,,DEB,DEU
25825702,1,LOT-0000,51491 Overath,,DEA,DEU
25823370,1,LOT-0000,16321 Bernau bei Berlin,,DE4,DEU
25826886,1,LOT-0000,"26131 Eichenstraße, Oldenburg (Oldb)",,DE9,DEU
25826906,1,LOT-0000,54589 Stadtkyll,,DEB,DEU
25823040,1,LOT-0000,38116 Braunschweig,,DE9,DEU
25823748,1,LOT-0000,"BAB A 10 km Ersatzneubau BW57
AM Werder",,,DEU
25823170,1,LOT-0000,37539 Bad Grund (Harz),,DE9,DEU
25825296,1,LOT-0000,54528 Salmtal,,DEB,DEU
25822552,1,LOT-0000,01877 Demitz-Thumitz,,DED,DEU
25823032,1,LOT-0000,27637 Wurster Nordseeküste,,DE9,DEU
25823016,1,LOT-0000,30519 Hannover,,DE9,DEU
25823402,1,LOT-0000,01979 Lauchhammer Ost,,DE4,DEU
25822732,1,LOT-0000,99976 Südeichsfeld OT Lengenfeld u. Stein,,DEG,DEU
25823654,1,LOT-0000,61118 Bad Vilbel,,DE7,DEU
25825652,1,LOT-0000,48161 Münster,,DEA,DEU
25822724,1,LOT-0000,99988 Südeichsfeld OT Diedorf,,DEG,DEU
25822728,1,LOT-0000,99976 Südeichsfeld OT Lengenfeld u. Stein,,DEG,DEU
25822720,1,LOT-0000,99988 Südeichsfeld OT Diedorf,,DEG,DEU
25822712,1,LOT-0000,99988 Südeichsfeld OT Diedorf,,DEG,DEU
25822716,1,LOT-0000,99988 Südeichsfeld OT Diedorf,,DEG,DEU
25822696,1,LOT-0000,09212 Pleißa,,DED,DEU
25822680,1,LOT-0000,04668 Grimma,,DED,DEU
25823724,1,LOT-0000,"Seilerstr. 36, Frankfurt am Main",,DE7,DEU
25827160,1,LOT-0000,Leipzig,,DED,DEU
25825454,1,LOT-0000,"Rotenburg a. d. Fulda, Josef-Durstewitz-Straße 2-6",,DE7,DEU
25822832,1,LOT-0000,85764 Oberschleißheim OT Neuherberg,,DE2,DEU
25822676,1,LOT-0000,01623 Lommatzsch,,DED,DEU
25822640,1,LOT-0000,01069 Dresden-Altstadt,,DED,DEU
25823226,1,LOT-0000,01129 Streckennetz der DVB AG,,DED,DEU
25822548,1,LOT-0000,01833 Dürrröhrsdorf-Dittersbach,,DED,DEU
25822528,1,LOT-0000,"Sachsen-Anhalt, Landkreis Stendal",,DEE,DEU
25823140,1,LOT-0000,25348 bei Glückstadt,,DEF,DEU
25827148,1,LOT-0000,90765 Fürth,,DE2,DEU
25822474,1,LOT-0000,96264 Altenkunstadt,,DE2,DEU
25822536,1,LOT-0000,99096 Erfurt,,DEG,DEU
25825670,1,LOT-0000,47665 Sonsbeck,,DEA,DEU
25826854,1,LOT-0000,"55128 MPI für Polymerforschung, Ackermannweg 10, 55128 Mainz",,DEB,DEU
25825516,1,LOT-0000,89081 Ulm,,DE2,DEU
25825536,1,LOT-0000,66123 Campus Saarbrücken,,DEC,DEU
25825544,1,LOT-0000,72622 Nürtingen,,DE1,DEU
25825552,1,LOT-0000,61203 Reichelsheim,,DE7,DEU
25825484,1,LOT-0000,77652 Offenburg,,DE1,DEU
25823136,1,LOT-0000,06862 Dessau-Roßlau,,DEE,DEU
25823492,1,LOT-0000,10785 Berlin,,DE3,DEU
25825640,1,LOT-0000,48157 Münster-Handorf,,DEA,DEU
25825798,1,LOT-0000,58119 Hagen,,DEA,DEU
25825832,1,LOT-0000,55483 Bärenbach,,DEB,DEU
25825748,1,LOT-0000,44791 Bochum,,DEA,DEU
25826000,1,LOT-0000,85354 Freising,,DE2,DEU
25826028,1,LOT-0000,13359 Berlin,,DE3,DEU
25826032,1,LOT-0000,13359 Berlin,,DE3,DEU
25826036,1,LOT-0000,13359 Berlin,,DE3,DEU
25826044,1,LOT-0000,13359 Berlin,,DE3,DEU
25826086,1,LOT-0000,37075 Goettingen,,DE9,DEU
25826012,1,LOT-0000,13359 Berlin,,DE3,DEU
25826016,1,LOT-0000,13589 Berlin,,DE3,DEU
25826058,1,LOT-0000,23970 Hornstorf OT Rueggow,,DE8,DEU
25825836,1,LOT-0000,"54292 Kersch, Wintersdorf, Ollmuth",,DEB,DEU
200ff04c-a468-4b9e-bd0f-b1b7643c3f77,1,LOT-0000,,,,
b0f6fa43-92ac-4e7c-a8c9-55e3487121b0,2,LOT-0000,,,,
cb0b417c-4949-40cb-babb-8d35ac5ecb26,1,LOT-0000,,,,
86a622d6-b5c8-42ae-8e4e-834ac610f252,2,LOT-0000,,,,
a9a248f5-fa5a-471c-8cb2-30ea888267a3,2,LOT-0000,,,,
533019ec-0a4e-4ace-b65a-80ad779a29ec,01,LOT-0000,,,"Untranslated value (Lutherschule Turnhalle, Dionysiusstraße 52, 27576 Bremerhaven-Lehe)",DEU
b8c743e3-0629-4d28-9e6f-5a669b05f017,01,LOT-0000,,,"Untranslated value (Lutherschule Turnhalle, Dionysiusstraße 52, 27576 Bremerhaven-Lehe)",DEU
57f6110d-aabb-4481-b481-a36e978c631c,1,LOT-0000,,,,
c62abfd1-f12f-483b-ad30-083a126132f6,1,LOT-0000,,,,
25827258,1,LOT-0000,Bundesmeisterei Stralsund,,,DEU
25827454,1,LOT-0000,"Bundesland Brandenburg, Landkreis Oberspreewald-Lausitz, 03205 Groß Jehser, OT Mallenchen",,,DEU
25827482,1,LOT-0000,"79108 IAF Freiburg i. Br., Tullastraße 72",,,DEU
