noticeIdentifier,noticeVersion,noticeVersionKey,procedureIdentifier,noticeRootType,noticeTypeCode,noticeTypeGroup,customizationId,profileId,issueDate,requestedPublicationDate,buyerNames,xmlFile,lotIdentifier,locations,estimatedValueCurrency,title,internalIdentifier,durationStartDate,description,durationEndDate,contractNature,durationMeasure,estimatedValue,cpvCodes,procedureType,submissionDeadlineDate,questionDeadlineTime,questionDeadlineDate,submissionUrl,submissionDeadlineTime,submissionMethod,selectionCriteria,qualificationRequirements,guarantees,executionConditions,documentLinks,awardCriterionTypes
c5ef3499-a4b9-47ec-bc70-26f11a16f0c3,01,1,f2e48922-8595-4df6-9476-0cfd16fe9572,ContractNotice,cn-standard,competition,eforms-de-2.1,eforms-sdk-1.13,2026-09-03+02:00,2026-09-16+02:00,"[""Land Berlin, vertreten durch das Bezirksamt Treptow-Köpenick von Berlin""]",c5ef3499-a4b9-47ec-bc70-26f11a16f0c3-01.xml,LOT-0000,"[{""street"": ""Alte Gemeindeschule"", ""additionalStreet"": ""Bouchéstr. 75"", ""postcode"": ""12435"", ""city"": ""Berlin"", ""nuts"": ""DE300"", ""country"": ""DEU""}]",EUR,Gerüstbau,0,2026-11-26+01:00,Gerüstbauarbeiten ca. 4.000m² Wetterschutzdach ca. 840m² Innengerüste,2028-09-11+02:00,works,,560711.26,"[""45262100""]",open,2026-09-28+02:00,11:00:00+02:00,2026-09-22+02:00,https://www.meinauftrag.rib.de,11:00:00+02:00,required,"[{""code"": ""slc-stand-other"", ""description"": ""Erklärung über das Nichtvorliegen von Ausschlussgründen nach § 6e EU VOB/A i.V.m. § 123 GWB (Nachweis durch Präqualifizierung oder für nicht präqualifizierte Unternehmen durch Eigenerklärung im Formular V 124 HF. Sollten Ausschlussgründe nach § 6e EU Absatz 1 bis 4 VOB/A vorliegen, ist der Nachweis zu führen, dass eine Selbstreinigung nach § 6f EU VOB/A erfolgte. Hinweis: Ab einer Auftragssumme von 50 000 EUR wird der Auftraggeber für den Bieter, auf dessen Angebot der Zuschlag erteilt werden soll, einen Auszug aus dem Wettbewerbsregister (WRegG) gem. §§ 123 und 124 GWB beim Bundeskartellamt anfordern. Angabe zu Insolvenzverfahren und Liquidation (Nachweis durch Präqualifizierung oder für nicht präqualifizierte Unternehmen durch Eigenerklärung im Formular V 124 HF. Wurde ein Insolvenzplan rechtskräftig bestätigt, ist dieser auf Verlangen vorzulegen.) Die Verwendung einer Einheitlichen Europäischen Eigenerklärung (EEE) durch einen Bieter wird als vorläufiger Nachweis akzeptiert. Eigenerklärung zur Zahlung von Steuern, Abgaben und Beiträgen zur Sozialversicherung (vgl. Formblatt V124.HF) Angabe zur Mitgliedschaft bei der Berufsgenossenschaft (vgl. Formblatt V 124.H F)""}, {""code"": ""slc-stand-ins"", ""description"": ""Nachweis einer Berufshaftpflichtversicherung (Nachweis durch Eigenerklärung, die von Bietern der engeren Wahl durch entsprechende Bescheinigungen zu belegen sind.) Haftpflichtversicherung Personenschäden, Deckungssumme mind. 3,0 Mio EUR. Haftpflichtversicherung Sachschäden, Deckungssumme mind. 3,0 Mio EUR.""}, {""code"": ""slc-abil-staff-yrly-avg-mp"", ""description"": ""Angaben über die Zahl der in den letzten drei abgeschlossenen Kalenderjahren jahresdurchschnittlich beschäftigten Arbeitskräfte, gegliedert nach Lohngruppen mit gesondert ausgewiesenem technischem Leitungspersonal (Nachweis durch Präqualifizierung oder für nicht präqualifizierte Unternehmen durch Eigenerklärung mit Formular V 124 HF. Bieter der engeren Wahl haben auf Verlangen die Zahl der in den letzten drei abgeschlossenen Kalenderjahren jahresdurchschnittlich beschäftigten Arbeitskräfte gegliedert nach Lohngruppen mit extra ausgewiesenem Leitungspersonal anzugeben.) Mindestanforderung: Nachweis mindestens 6 gewerbliche Mitarbeiter (ohne Verwaltungspersonal)""}, {""code"": ""slc-suit-reg-prof"", ""description"": ""Eintragung in das Berufs- oder Handelsregister oder der Handwerksrolle am Sitz oder Wohnsitz des Unternehmens (Nachweis durch Präqualifizierung oder für nicht präqualifzierte Unternehmen durch Eigenerklärung im Formular V 124 HF, sollte das Angebot in die engere Wahl kommen, so ist auf Verlangen folgendes vorzulegen: Gewerbeanmeldung, Handelsregisterauszug und Eintragung in der Handwerksrolle bzw. bei der Industrie- und Handelskammer. Die Einheitliche Europäische Eigenerklärung wird als vorläufiger Nachweis akzeptiert.""}, {""code"": ""slc-stand-to-spec-avg"", ""description"": ""Erklärung über den Umsatz in den letzten drei abgeschlossenen Geschäftsjahren, soweit er vergleichbare Bauleistungen betrifft (Nachweis durch Präqualifizierung oder durch Eigenerklärung im Formular V 124 HF, die von Bietern der engeren Wahl durch entsprechende Bescheinigungen zu belegen sind). Mindestanforderung: mindestens 1,2 Mio EUR brutto pro Jahr""}, {""code"": ""slc-abil-ref-work"", ""description"": ""Referenzen zu mindestens 3 abgeschlossene Bauvorhaben Gerüstbau mit mindestens 2.000 m² eingerüstete Fläche, davon eine mit ausgeführtem Wetterschutzdach""}]","[{""code"": ""epo-notice"", ""codeList"": ""selection-criteria-source"", ""description"": """"}, {""code"": ""late-all"", ""codeList"": ""missing-info-submission"", ""description"": ""Fehlende Unterlagen, deren Vorlage mit dem Angebot gefordert war, werden nachgefordert.""}, {""code"": ""none"", ""codeList"": ""reserved-procurement"", ""description"": """"}]","[{""required"": ""true"", ""description"": ""Sicherheitsleistung für Vertragserfüllung (§ 17 VOB/B): Soweit die Auftragssumme mindestens 250.000 Euro ohne Umsatzsteuer beträgt, ist Sicherheit für die Vertragserfüllung in Höhe von fünf Prozent der Auftragssumme (inkl. Umsatzsteuer, ohne Nachträge) zu leisten. Sicherheitsleistung für Mängelansprüche: Die Sicherheit für Mängelansprüche beträgt drei Prozent der Summe der Abschlagszahlungen zum Zeitpunkt der Abnahme (vorläufige Abrechnungssumme).""}]","[{""code"": ""no"", ""codeList"": ""reserved-execution"", ""description"": """"}, {""code"": ""performance"", ""codeList"": ""conditions"", ""description"": ""Es bestehen gesonderte Anforderungen nach dem Berliner Ausschreibungs­ und Vergabegesetz (BerlAVG), insbesondere im Hinblick auf die Abgabe von Erklärungen. 1. Verpflichtung zur Zahlung bestimmter Mindeststundenentgelte (siehe Formular V 231 F, das den Vergabeunterlagen beiliegt) 2. Übertragung der Verpflichtung auf die eingesetzten Nachunternehmen bzw. Unterauftragnehmerkette (siehe Formular V 231 F, das den Vergabeunterlagen beiliegt) 3. Einhaltung der Frauenförderung gemäß § 13 BerlAVG in Verbindung mit § 15 BerlAVG­ siehe Formular V 246 F, das den Vergabeunterlagen beiliegt).""}, {""code"": ""allowed"", ""codeList"": ""einvoicing"", ""description"": """"}, {""code"": ""not-allowed"", ""codeList"": ""ecatalog-submission"", ""description"": """"}, {""code"": ""false"", ""codeList"": ""esignature-submission"", ""description"": """"}]","[{""scope"": ""lot"", ""documentReferenceId"": ""209781"", ""documentType"": ""non-restricted-document"", ""description"": """", ""rawUrl"": ""https://www.meinauftrag.rib.de/public/DetailsByPlatformIdAndTenderId/platformId/2/tenderId/209781"", ""url"": ""https://www.meinauftrag.rib.de/public/DetailsByPlatformIdAndTenderId/platformId/2/tenderId/209781""}]","[""price""]"
7b083735-d2fe-4149-b920-ca6a524868e3,1,1,574598ca-9d26-4356-90e0-b5948cf3c008,ContractNotice,cn-standard,competition,eforms-sdk-0.1,,2026-09-16+02:00,2026-09-16,[],7b083735-d2fe-4149-b920-ca6a524868e3-1.xml,LOT-0000,[],,Ersatzneubau Urbich - Komplexer Tiefbau,ÖAB 403/26-66,2027-03-01,"140 m³ - Abbruch des bestehenden Durchlassbauwerks Pauschal - Wasserhaltung und temporäre Bachumleitung 370 m³ - Baugrubenaushub inkl. Erdarbeiten und Hinterfüllung am Bauwerk 1 St.- Rahmenprofil aus Stahlbetonfertigteilen W/H/L =2,4/ 2,25/ 11,5 m 2 St.- Trogelemente als Fertigteile für Flügel W/H/L = 2,4/ 1,6-2,8/ 2 m 11 m³ - Ortbetonarbeiten für Bauwerkskappen inkl. Bewehrung 13 m - Geländereinbau Füllstab- und Rohrgeländer 36 m² - Bauwerksabdichtung und Asphaltschutzschicht (MA 11 S) 340 m² - temporäre Baustellenumfahrung 360 m² - Asphalttrag- und Deckschicht 55 m² - Steinsatz, und Steinschüttung im Gewässer",,works,,,"[""45000000"", ""43000000"", ""44000000"", ""71000000""]",de-open,2026-10-22+02:00,,,,10:00:00+02:00,required,"[{""code"": """", ""description"": ""Bezug zum Formblatt: Präqualifizierte Unternehmen führen den Nachweis der Eignung durch den Eintrag in die Liste des Vereins für die Präqualifikation von Bauunternehmen e.V. (Präqualifikationsverzeichnis). Bei Einsatz von Nachunternehmen ist auf gesondertes Verlangen nachzuweisen, dass diese präqualifiziert sind oder die Voraussetzung für die Präqualifikation erfüllen. Nicht präqualifizierte Unternehmen haben zum Nachweis der Eignung mit dem Angebot das ausgefüllte Formblatt „Eigenerklärung zur Eignung“ vorzulegen. Bei Einsatz von Nachunternehmen sind auf gesondertes Verlangen die Eigenerklärungen auch für diese abzugeben. Sind die Nachunternehmen präqualifiziert, reicht die Angabe der Nummer, unter der diese in der Liste des Vereins für die Präqualifikation von Bauunternehmen e.V. (Präqualifikationsverzeichnis) geführt werden. Gelangt das Angebot in die engere Wahl, sind die Eigenerklärungen (auch die der Nachunternehmen) auf gesondertes Verlangen durch Vorlage der in der „Eigenerklärung zur Eignung“ genannten Bescheinigungen zuständiger Stellen zu bestätigen. Bescheinigungen, die nicht in deutscher Sprache abgefasst sind, ist eine Übersetzung in die deutsche Sprache beizufügen. Das Formblatt „Eigenerklärung zur Eignung von Bauleistungen“ liegt der Vergabeunterlage bei. Eigenerklärungen für folgende Eignungsanforderungen sind mit dem Angebot einzureichen: > Erklärung über den Umsatz des Unternehmens in den letzten drei abgeschlossenen Geschäftsjahren, soweit er Bauleistungen und andere Leistungen betrifft, die mit der zu vergebenden Leistung vergleichbar sind unter Einschluss des Anteils bei gemeinsam mit anderen Unternehmen ausgeführten Leistungen > Erklärung, dass in den letzten fünf Kalenderjahren vergleichbare Leistungen ausgeführt wurden > Erklärung, dass die für die Ausführung der Leistungen erforderlichen Arbeitskräfte zur Verfügung stehen > Erklärung über die Eintragung im Handelsregister, Eintragung in der Handwerksrolle oder ggf. keine Verpflichtung zur Eintragung in die genannten Register besteht > Erklärung, dass ein Insolvenzverfahren oder ein vergleichbares gesetzlich geregeltes Verfahren weder beantragt noch eröffnet wurde, ein Antrag auf Eröffnung nicht mangels Masse abgelehnt wurde und sich das Unternehmen nicht in Liquidation befindet. > Angabe, dass nachweislich keine schwere Verfehlung begangen wurde, die die Zuverlässigkeit als Bieter in Frage stellt: > Es dürfen keine Ausschlussgründe gemäß § 6e EU VOB/A vorliegen. > Eigenerklärung, dass das Unternehmen in den letzten zwei Jahren nicht aufgrund eines Verstoßes gegen Vorschriften, der zu einem Eintrag im Wettbewerbsregister geführt hat, mit einer Freiheitsstrafe von mehr als drei Monaten oder einer Geldstrafe von mehr als 90 Tagessätzen oder einer Geldbuße von mehr als 2.500 Euro belegt worden ist > Oder für das Unternehmen ein Ausschlussgrund gemäß § 6e EU Absatz 6 VOB/A vorliegt. > Zwar für das Unternehmen ein Ausschlussgrund gemäß § 6e EU Absatz 1 bis 4 VOB/A vorliegt, jedoch für das Unternehmen Maßnahmen zur Selbstreinigung ergriffen worden, durch die das Unternehmen die Zuverlässigkeit wiederhergestellt wurde. > Das keine Ausschlussvoraussetzungen gem. § 22 Abs. 1 S. 1 Lieferkettensorgfaltspflichtengesetz (LkSG) vorliegen und das Unternehmen nicht mit einer Geldbuße gem. § 22 Abs. 2 LkSG belegt worden ist. > Erklärung über die ordnungsgemäße Erfüllung zur Zahlung von Steuern und Abgaben sowie der Beiträge zur gesetzlichen Sozialversicherung, soweit sie der Pflicht zur Beitragszahlung unterfallen > Erklärung, dass sie Mitglied einer Berufsgenossenschaft sind Die Bescheinigungen (Nachweise) umfassen die folgenden Angaben: > drei Referenznachweise (Referenzbestätigungen) aus den letzten fünf Kalenderjahren vergleichbare Leistungen mit folgenden Angaben: Ansprechpartner; Art der ausgeführten Leistung; Auftragssumme, Ausführungszeitraum; stichwortartige Benennung des mit eigenem Personal ausgeführten maßgeblichen Leistungsumfanges einschließlich Angabe der ausgeführten Mengen; Zahl der hier durchschnittlich eingesetzten Arbeitnehmer; stichwortartige Beschreibung der besonderen technischen und gerätespezifischen Anforderungen bzw. (bei Komplettleistung) Kurzbeschreibung der Baumaßnahme einschließlich eventueller Besonderheiten der Ausführung; Angabe zur Art der Baumaßnahme (Neubau, Umbau, Denkmal); Angabe zur vertraglichen Bindung (Hauptauftragnehmer, ARGE-Partner, Nachunternehmer); ggf. Angabe der Gewerke, die mit eigenem Leitungspersonal koordiniert wurden; Bestätigung des Auftraggebers über die vertragsgemäße Ausführung der Leistung > Erklärung zur Zahl der in den letzten drei abgeschlossenen Kalenderjahren jahresdurchschnittlich beschäftigten Arbeitskräfte, gegliedert nach Lohngruppen, mit extra ausgewiesenem Leitungspersonal > Gewerbeanmeldung, Handelsregisterauszug und Eintragung in der Handwerksrolle (Handwerkskarte) bzw. bei der Industrie- und Handelskammer > rechtskräftig bestätigter Insolvenzplan (falls eine Erklärung über das Vorliegen eines solchen Insolvenzplanes angegeben wurde) > Unbedenklichkeitsbescheinigung der tariflichen Sozialkasse, falls das Unternehmen beitragspflichtig ist > Unbedenklichkeitsbescheinigung des Finanzamtes bzw. Bescheinigung in Steuersachen, falls das Finanzamt eine solche Bescheinigung ausstellt > Freistellungsbescheinigung nach § 48b Einkommensteuergesetz > Unbedenklichkeitsbescheinigung der Berufsgenossenschaft des zuständigen Versicherungsträgers mit Angabe der Lohnsummen Präqualifizierte Unternehmen müssen, wenn die geforderten Unterlagen nicht im Präqualifikationsverzeichnis enthalten sind, die entsprechenden Nachweise mit dem Angebot vorlegen.""}]","[{""code"": ""late-all"", ""codeList"": ""missing-info-submission"", ""description"": """"}]","[{""required"": ""provisional"", ""description"": ""siehe Vergabeunterlagen""}]","[{""code"": ""false"", ""codeList"": ""esignature-submission"", ""description"": """"}]","[{""scope"": ""lot"", ""documentReferenceId"": ""No ID"", ""documentType"": ""non-restricted-document"", ""description"": """", ""rawUrl"": ""https://www.evergabe-online.de/tenderdetails.html?id=890394"", ""url"": ""https://www.evergabe-online.de/tenderdetails.html?id=890394""}]",[]
62017582-b322-43ba-b234-99c6d10e7cde,1,1,abafd342-469e-4d96-8610-36e7995742bb,ContractNotice,cn-standard,competition,eforms-sdk-0.1,,2026-09-16+02:00,2026-09-16,[],62017582-b322-43ba-b234-99c6d10e7cde-1.xml,LOT-0000,[],,Technisches Rathaus - Blendschutz,ÖAB 370/26-23,2027-05-24,"Blendschutz 65 Stk. Kettenzug-Rollo, geteilter Behang, manuell bedienbar, bxh= 290 x 225 cm 115 Stk. Kettenzug-Rollo, geteilter Behang, manuell bedienbar, bxh= 290 x 195 cm 50 Stk. Ausgleich Stahlbeton-Unterzüge, bis 10 mm, Distanz-/ Unterfütterungselemente",,works,,,"[""45000000"", ""43000000"", ""44000000"", ""71000000""]",de-open,2026-10-07+02:00,,,,09:30:00+02:00,required,"[{""code"": """", ""description"": ""Bezug zum Formblatt: Eigenerklärungen für folgende Eignungsanforderungen sind mit dem Angebot einzureichen: > Erklärung über den Umsatz des Unternehmens in den letzten drei abgeschlossenen Geschäftsjahren, soweit er Bauleistungen und andere Leistungen betrifft, die mit der zu vergebenden Leistung vergleichbar sind unter Einschluss des Anteils bei gemeinsam mit anderen Unternehmen ausgeführten Leistungen > Erklärung, dass in den letzten fünf Kalenderjahren vergleichbare Leistungen ausgeführt wurden > Erklärung, dass die für die Ausführung der Leistungen erforderlichen Arbeitskräfte zur Verfügung stehen > Erklärung über die Eintragung im Handelsregister, Eintragung in der Handwerksrolle oder ggf. keine Verpflichtung zur Eintragung in die genannten Register besteht > Erklärung, dass ein Insolvenzverfahren oder ein vergleichbares gesetzlich geregeltes Verfahren weder beantragt noch eröffnet wurde, ein Antrag auf Eröffnung nicht mangels Masse abgelehnt wurde und sich das Unternehmen nicht in Liquidation befindet. > Angabe, dass nachweislich keine schwere Verfehlung begangen wurde, die die Zuverlässigkeit als Bieter in Frage stellt: > Es dürfen keine Ausschlussgründe gemäß § 6e EU VOB/A vorliegen. > Eigenerklärung, dass das Unternehmen in den letzten zwei Jahren nicht aufgrund eines Verstoßes gegen Vorschriften, der zu einem Eintrag im Wettbewerbsregister geführt hat, mit einer Freiheitsstrafe von mehr als drei Monaten oder einer Geldstrafe von mehr als 90 Tagessätzen oder einer Geldbuße von mehr als 2.500 Euro belegt worden ist > Oder für das Unternehmen ein Ausschlussgrund gemäß § 6e EU Absatz 6 VOB/A vorliegt. > Zwar für das Unternehmen ein Ausschlussgrund gemäß § 6e EU Absatz 1 bis 4 VOB/A vorliegt, jedoch für das Unternehmen Maßnahmen zur Selbstreinigung ergriffen worden, durch die das Unternehmen die Zuverlässigkeit wiederhergestellt wurde. > Das keine Ausschlussvoraussetzungen gem. § 22 Abs. 1 S. 1 Lieferkettensorgfaltspflichtengesetz (LkSG) vorliegen und das Unternehmen nicht mit einer Geldbuße gem. § 22 Abs. 2 LkSG belegt worden ist. > Erklärung über die ordnungsgemäße Erfüllung zur Zahlung von Steuern und Abgaben sowie der Beiträge zur gesetzlichen Sozialversicherung, soweit sie der Pflicht zur Beitragszahlung unterfallen > Erklärung, dass sie Mitglied einer Berufsgenossenschaft sind Die Bescheinigungen (Nachweise) umfassen die folgenden Angaben: > drei Referenznachweise (Referenzbestätigungen) aus den letzten fünf Kalenderjahren vergleichbare Leistungen mit folgenden Angaben: Ansprechpartner; Art der ausgeführten Leistung; Auftragssumme, Ausführungszeitraum; stichwortartige Benennung des mit eigenem Personal ausgeführten maßgeblichen Leistungsumfanges einschließlich Angabe der ausgeführten Mengen; Zahl der hier durchschnittlich eingesetzten Arbeitnehmer; stichwortartige Beschreibung der besonderen technischen und gerätespezifischen Anforderungen bzw. (bei Komplettleistung) Kurzbeschreibung der Baumaßnahme einschließlich eventueller Besonderheiten der Ausführung; Angabe zur Art der Baumaßnahme (Neubau, Umbau, Denkmal); Angabe zur vertraglichen Bindung (Hauptauftragnehmer, ARGE-Partner, Nachunternehmer); ggf. Angabe der Gewerke, die mit eigenem Leitungspersonal koordiniert wurden; Bestätigung des Auftraggebers über die vertragsgemäße Ausführung der Leistung > Erklärung zur Zahl der in den letzten drei abgeschlossenen Kalenderjahren jahresdurchschnittlich beschäftigten Arbeitskräfte, gegliedert nach Lohngruppen, mit extra ausgewiesenem Leitungspersonal > Gewerbeanmeldung, Handelsregisterauszug und Eintragung in der Handwerksrolle (Handwerkskarte) bzw. bei der Industrie- und Handelskammer > Unbedenklichkeitsbescheinigung des Finanzamtes bzw. Bescheinigung in Steuersachen, falls das Finanzamt eine solche Bescheinigung ausstellt > Freistellungsbescheinigung nach § 48b Einkommensteuergesetz > Unbedenklichkeitsbescheinigung der Berufsgenossenschaft des zuständigen Versicherungsträgers mit Angabe der Lohnsummen Präqualifizierte Unternehmen müssen, wenn die geforderten Unterlagen nicht im Präqualifikationsverzeichnis enthalten sind, die entsprechenden Nachweise mit dem Angebot vorlegen.""}]","[{""code"": ""late-all"", ""codeList"": ""missing-info-submission"", ""description"": """"}]","[{""required"": ""provisional"", ""description"": ""siehe Vergabeunterlagen""}]","[{""code"": ""false"", ""codeList"": ""esignature-submission"", ""description"": """"}]","[{""scope"": ""lot"", ""documentReferenceId"": ""No ID"", ""documentType"": ""non-restricted-document"", ""description"": """", ""rawUrl"": ""https://www.evergabe-online.de/tenderdetails.html?id=890308"", ""url"": ""https://www.evergabe-online.de/tenderdetails.html?id=890308""}]",[]
8168d760-e364-4120-9df0-b30c308f22c7,1,1,c6f352b0-7187-42c8-a6aa-e8f1267720d0,ContractNotice,cn-standard,competition,eforms-sdk-0.1,,2026-09-16+02:00,2026-09-16,[],8168d760-e364-4120-9df0-b30c308f22c7-1.xml,LOT-0000,[],,Ersatzanbau Freizeittreff Stotternheim - Abbrucharbeiten,ÖAB 411/26-23,2026-12-09,"Abbrucharbeiten 100 m² Baustraße 105 m² Ort-Betonfläche, einschl. Unterbau abbrechen 360 m² Asbestzementdachplatten demontieren & entsorgen 255 m² Kontaminiertes Dämmmaterial (KMF) aufnehmen & entsorgen 600 m Unterkonstruktion Unterdecke, Holz, abbrechen & entsorgen 94 m³ Abbruch Außenwände Mauerwerk 29 m³ Abbruch tragende Innenwände Mauerwerk 100 m² Abbruch nicht tragende Wände Mauerwerk 27 m³ Abbruch Schornstein Mauerwerk 600 kg Stahlbauteile demontieren und entsorgen 230 m² Abbruch Estrich/HWL/Sperrschicht 77 m³ Abbruch Bodenplatte Stahlbeton 58 m³ Abbruch Fundamente, Beton & Stahlbeton 40 m³ Füllbeton, C8/10, X0 - Fundamentgräben 54 m² Abbruch Stahlstein-/Ziegelelementdecke",,works,,,"[""45000000"", ""43000000"", ""44000000"", ""71000000""]",de-open,2026-10-07+02:00,,,,10:30:00+02:00,required,"[{""code"": """", ""description"": ""Bezug zum Formblatt: Eigenerklärungen für folgende Eignungsanforderungen sind mit dem Angebot einzureichen: > Erklärung über den Umsatz des Unternehmens in den letzten drei abgeschlossenen Geschäftsjahren, soweit er Bauleistungen und andere Leistungen betrifft, die mit der zu vergebenden Leistung vergleichbar sind unter Einschluss des Anteils bei gemeinsam mit anderen Unternehmen ausgeführten Leistungen > Erklärung, dass in den letzten fünf Kalenderjahren vergleichbare Leistungen ausgeführt wurden > Erklärung, dass die für die Ausführung der Leistungen erforderlichen Arbeitskräfte zur Verfügung stehen > Erklärung über die Eintragung im Handelsregister, Eintragung in der Handwerksrolle oder ggf. keine Verpflichtung zur Eintragung in die genannten Register besteht > Erklärung, dass ein Insolvenzverfahren oder ein vergleichbares gesetzlich geregeltes Verfahren weder beantragt noch eröffnet wurde, ein Antrag auf Eröffnung nicht mangels Masse abgelehnt wurde und sich das Unternehmen nicht in Liquidation befindet. > Angabe, dass nachweislich keine schwere Verfehlung begangen wurde, die die Zuverlässigkeit als Bieter in Frage stellt: > Es dürfen keine Ausschlussgründe gemäß § 6e EU VOB/A vorliegen. > Eigenerklärung, dass das Unternehmen in den letzten zwei Jahren nicht aufgrund eines Verstoßes gegen Vorschriften, der zu einem Eintrag im Wettbewerbsregister geführt hat, mit einer Freiheitsstrafe von mehr als drei Monaten oder einer Geldstrafe von mehr als 90 Tagessätzen oder einer Geldbuße von mehr als 2.500 Euro belegt worden ist > Oder für das Unternehmen ein Ausschlussgrund gemäß § 6e EU Absatz 6 VOB/A vorliegt. > Zwar für das Unternehmen ein Ausschlussgrund gemäß § 6e EU Absatz 1 bis 4 VOB/A vorliegt, jedoch für das Unternehmen Maßnahmen zur Selbstreinigung ergriffen worden, durch die das Unternehmen die Zuverlässigkeit wiederhergestellt wurde. > Das keine Ausschlussvoraussetzungen gem. § 22 Abs. 1 S. 1 Lieferkettensorgfaltspflichtengesetz (LkSG) vorliegen und das Unternehmen nicht mit einer Geldbuße gem. § 22 Abs. 2 LkSG belegt worden ist. > Erklärung über die ordnungsgemäße Erfüllung zur Zahlung von Steuern und Abgaben sowie der Beiträge zur gesetzlichen Sozialversicherung, soweit sie der Pflicht zur Beitragszahlung unterfallen > Erklärung, dass sie Mitglied einer Berufsgenossenschaft sind Die Bescheinigungen (Nachweise) umfassen die folgenden Angaben: > drei Referenznachweise (Referenzbestätigungen) aus den letzten fünf Kalenderjahren vergleichbare Leistungen mit folgenden Angaben: Ansprechpartner; Art der ausgeführten Leistung; Auftragssumme, Ausführungszeitraum; stichwortartige Benennung des mit eigenem Personal ausgeführten maßgeblichen Leistungsumfanges einschließlich Angabe der ausgeführten Mengen; Zahl der hier durchschnittlich eingesetzten Arbeitnehmer; stichwortartige Beschreibung der besonderen technischen und gerätespezifischen Anforderungen bzw. (bei Komplettleistung) Kurzbeschreibung der Baumaßnahme einschließlich eventueller Besonderheiten der Ausführung; Angabe zur Art der Baumaßnahme (Neubau, Umbau, Denkmal); Angabe zur vertraglichen Bindung (Hauptauftragnehmer, ARGE-Partner, Nachunternehmer); ggf. Angabe der Gewerke, die mit eigenem Leitungspersonal koordiniert wurden; Bestätigung des Auftraggebers über die vertragsgemäße Ausführung der Leistung > Erklärung zur Zahl der in den letzten drei abgeschlossenen Kalenderjahren jahresdurchschnittlich beschäftigten Arbeitskräfte, gegliedert nach Lohngruppen, mit extra ausgewiesenem Leitungspersonal > Gewerbeanmeldung, Handelsregisterauszug und Eintragung in der Handwerksrolle (Handwerkskarte) bzw. bei der Industrie- und Handelskammer > Unbedenklichkeitsbescheinigung der tariflichen Sozialkasse, falls das Unternehmen beitragspflichtig ist > Unbedenklichkeitsbescheinigung des Finanzamtes bzw. Bescheinigung in Steuersachen, falls das Finanzamt eine solche Bescheinigung ausstellt > Freistellungsbescheinigung nach § 48b Einkommensteuergesetz > Unbedenklichkeitsbescheinigung der Berufsgenossenschaft des zuständigen Versicherungsträgers mit Angabe der Lohnsummen Präqualifizierte Unternehmen müssen, wenn die geforderten Unterlagen nicht im Präqualifikationsverzeichnis enthalten sind, die entsprechenden Nachweise mit dem Angebot vorlegen.""}]","[{""code"": ""late-all"", ""codeList"": ""missing-info-submission"", ""description"": """"}]","[{""required"": ""provisional"", ""description"": ""siehe Vergabeunterlagen""}]","[{""code"": ""false"", ""codeList"": ""esignature-submission"", ""description"": """"}]","[{""scope"": ""lot"", ""documentReferenceId"": ""No ID"", ""documentType"": ""non-restricted-document"", ""description"": """", ""rawUrl"": ""https://www.evergabe-online.de/tenderdetails.html?id=890314"", ""url"": ""https://www.evergabe-online.de/tenderdetails.html?id=890314""}]",[]
